ROWLEY ISLAND,69.083,-79.033,NU,-7.1,0,NA,2.5,0,-19.2,0,,,NA,,,NA,,,,,NA,778.1,0,2403625
STEFANSSON ISLAND,73.766,-105.296,NU,-11.8,4,NA,-1.4,4,-23.1,0,,,NA,10.5,5,NA,,5,,,NA,805.5,0,2403756
SVARTEVAEG,81.161,-91.816,NU,-16.2,0,NA,-2.3,0,-28.4,0,,,NA,9.8,0,NA,,3,,,NA,1060.1,0,2403833
TALOYOAK A,69.547,-93.577,NU,-11.3,0,NA,2.7,0,-23,0,26.8,3,NA,15.2,3,NA,10,5,,,NA,909.8,0,2403855
WAGER BAY (AUT),65.879,-89.446,NU,,,NA,,,,,,,NA,16.7,0,NA,,4,,,NA,,,2403945
NANGMAGVIK LAKE,74.139,-119.989,NT,-15.4,25,NA,-8.2,25,-35,3,,,NA,0.4,30,NA,,0,,,NA,200.3,0,2500440
HOLMAN CS,70.761,-117.8,NT,-9.9,0,NA,2.4,0,-21.4,0,,,NA,22.7,0,NA,,8,,,NA,865.5,0,2502505
SACHS HARBOUR CLIMATE,71.993,-125.254,NT,-10.3,0,NA,-0.8,0,-23.8,0,,,NA,7.4,0,NA,,3,,,NA,876.1,0,2503648
MOULD BAY CS,76.238,-119.347,NT,-15.1,1,NA,-1.5,0,-27.4,1,,,NA,11.7,2,NA,14,3,,,NA,993.8,0,250M001
ABEE AGDM,54.283,-112.967,AB,5.2,6,NA,23.3,5,-11.2,3,,,NA,25.6,6,NA,,11,,,NA,320,0,3010010
ALBERT HALL AGCM,53.113,-111.181,AB,6,0,NA,26.7,0,-8,0,,,NA,17.9,0,NA,,4,,,NA,373.4,0,3010060
ALLIANCE AGCM,52.315,-111.779,AB,6.6,0,NA,25.8,0,-7.9,0,,,NA,8.6,0,NA,,2,,,NA,355.1,0.4,3010162
ANDREW AGDM,53.917,-112.279,AB,6.9,6,NA,25.2,6,-8.2,3,,,NA,14.3,6,NA,,3,,,NA,276.8,0,3010237
BELLSHILL AGCM,52.582,-111.465,AB,6.7,8,NA,26.9,8,-6.6,7,,,NA,11.3,9,NA,,2,,,NA,262,1.1,3010650
BODO AGDM,52.124,-110.101,AB,6.8,3,NA,25.2,3,-6.6,0,,,NA,20.4,4,NA,,4,,,NA,314.5,0,3010730
BRETON,53.167,-114.483,AB,3.2,21,NA,15,20,-6,21,0,20,NA,6.1,20,NA,0,3,,,NA,148.5,0,3010815
BRETON PLOTS,53.089,-114.441,AB,6.6,0,NA,22.9,0,-7.4,0,,,NA,18.5,0,NA,,6,,,NA,354.1,0,3010816
BUSBY,53.997,-113.889,AB,9,8,NA,24.5,8,-4,7,0,8,NA,25.8,8,NA,,4,,,NA,207.3,0,3010978
BUSBY AGCM,53.931,-113.922,AB,6.4,0,NA,23.4,0,-9.3,0,,,NA,23.9,1,NA,,8,,,NA,359.5,0,3010979
CADOGAN AGCM,52.334,-110.51,AB,6.8,0,NA,25.3,0,-7.7,0,,,NA,12.1,1,NA,,2,,,NA,346.3,0,3010992
CALMAR,53.29,-113.863,AB,,,,13,29,-8.5,29,0,29,NA,0,29,NA,,0,,,NA,,,3011120
CAMROSE,53.035,-112.814,AB,6.1,0,2,25.5,0,-11.3,0,,,NA,7.1,0,30,0,2,,,NA,369.8,0,3011240
CAMROSE 2,52.95,-112.8,AB,4.4,29,NA,23,20,-9,20,0,3,NA,1.1,3,NA,0,1,,,NA,27.2,0,3011241
CARNWOOD,53.234,-114.654,AB,6.7,0,NA,24,0,-8.5,0,0,0,NA,22.5,0,NA,0,5,,,NA,351.4,0,3011350
CONSORT AGDM,51.937,-110.713,AB,6.4,2,NA,22.2,2,-8,0,,,NA,20.8,2,NA,,3,,,NA,335.2,0,3011815
CORONATION CLIMATE,52.074,-111.449,AB,5.8,0,NA,25,0,-9.4,0,,,NA,12.4,0,NA,,3,,,NA,379.7,0,3011887
CRESTOMERE AGCM,52.733,-113.903,AB,6.4,7,NA,24.4,5,-9.1,3,,,NA,12.1,8,NA,,4,,,NA,278.7,0,3011892
DAKOTA WEST,52.75,-113.95,AB,7.2,1,2.8,25,1,-9.5,1,0,1,NA,19.2,1,NA,,5,,,NA,325.1,0,3011953
DELBURNE AGCM,52.183,-113.176,AB,7,1,NA,24.5,1,-6.4,0,,,NA,6.4,1,NA,,3,,,NA,329.5,0,3012050
DEWBERRY AGCM,53.659,-110.588,AB,6.2,4,NA,25.9,4,-6.7,2,,,NA,10.7,5,NA,,3,,,NA,317.3,0,3012073
DONALDA SOUTH,52.517,-112.351,AB,6.1,0,NA,26,0,-12,0,0,0,NA,5,0,NA,0,2,,,NA,368.8,0,3012095
EDGERTON AGCM,52.778,-110.433,AB,6.2,2,NA,25.6,2,-7.6,0,,,NA,8.1,2,NA,,2,,,NA,340.8,0,3012192
EDMONTON INTERNATIONAL CS,53.307,-113.606,AB,5.9,0,NA,25.5,0,-11.5,0,,,NA,,,NA,,,,,NA,373.9,0,3012206
EDMONTON BLATCHFORD,53.573,-113.517,AB,8.4,1,NA,26,1,-5.5,0,,,NA,11.3,1,NA,,4,,,NA,289.5,0,3012209
EDMONTON NAMAO AWOS A,53.667,-113.467,AB,6.9,2,NA,25.4,1,-8.6,1,,,NA,19,2,NA,,7,,,NA,322.9,0,3012212
EDMONTON INTL A,53.31,-113.579,AB,6,0,NA,25.3,0,-11.3,0,0,0,NA,12.5,0,NA,,5,,,NA,370.9,0,3012216
EDMONTON VILLENEUVE A,53.668,-113.856,AB,6.8,1,NA,24.9,1,-10,1,,,NA,13.1,1,NA,,6,,,NA,336.4,0,3012229
EDMONTON STONY PLAIN,53.548,-114.108,AB,8.1,0,3.1,25,0,-4,0,0,0,0,17.4,0,66,0,7,,,NA,309.1,0.8,301222F
EDMONTON WOODBEND,53.417,-113.75,AB,6.6,0,2.5,25,0,-8.5,0,0,0,0,18.2,0,71,0,6,,,NA,352.1,0,3012230
ELK ISLAND NAT PARK,53.683,-112.868,AB,6.9,0,2.6,25.9,0,-7.7,0,,,NA,22.7,0,113,1,5,,,NA,343.2,0,3012275
FABYAN,52.967,-111,AB,5.3,0,1.9,25.5,0,-9,0,0,0,0,22.1,0,129,0,4,,,NA,394.7,0,3012515
FERINTOSH AGCM,52.744,-112.858,AB,6,2,NA,25.6,2,-10,0,,,NA,5.5,2,NA,,2,,,NA,348.5,0,3012590
FORESTBURG PLANT SITE,52.467,-112.12,AB,8,1,2.3,26,1,-6,1,0,1,NA,10.6,1,NA,0,5,,,NA,301,0.5,3012652
FORESTBURG AGCM,52.548,-112.123,AB,6.4,0,NA,26.6,0,-9.1,0,,,NA,8.2,0,NA,,3,,,NA,358.3,0,3012653
FORT SASKATCHEWAN,53.717,-113.183,AB,7.6,13,3.2,26,13,-11.5,13,0,13,NA,22.8,13,NA,0,4,,,NA,187.4,0,3012710
GILT EDGE NORTH AGCM,53.071,-110.621,AB,7,8,NA,26,7,-6.6,3,,,NA,18.3,8,NA,,5,,,NA,254.5,0.6,3012790
GLENEVIS AGCM,53.833,-114.539,AB,7.4,0,NA,23.3,0,-7,0,,,NA,,,NA,,,,,NA,329.3,0.4,3012818
HALKIRK AGCM,52.116,-112.164,AB,6.2,0,NA,25.5,0,-8.6,0,,,NA,5.7,23,NA,,2,,,NA,365.6,0.9,3012999
HEMARUKA AGCM,51.78,-111.212,AB,5.9,3,NA,25.6,3,-10,0,,,NA,14.4,1,NA,,3,,,NA,339.1,0,3013140
HOLDEN AGDM,53.185,-112.246,AB,5.8,3,NA,24.8,2,-9.8,1,,,NA,,,NA,,,,,NA,340.9,0,3013340
HUGHENDEN AGCM,52.578,-110.784,AB,6.6,3,NA,26.3,3,-7.2,0,,,NA,18,3,NA,,3,,,NA,319.6,0,3013362
KILLAM AGDM,52.848,-111.872,AB,5.7,3,NA,26.1,1,-9.3,2,,,NA,42.7,4,NA,,17,,,NA,343.1,0,3013640
KESSLER AGCM,52.29,-111.113,AB,6.7,5,NA,26.5,3,-7.2,3,,,NA,11.2,6,NA,,2,,,NA,294.4,1,3013644
KITSCOTY AGCM,53.353,-110.416,AB,6.3,3,NA,25.5,3,-7.6,1,,,NA,27.5,4,NA,,7,,,NA,327.2,0,3013660
LEGAL AGCM,54.003,-113.474,AB,7.4,9,NA,24.4,6,-7.8,9,,,NA,11,13,NA,,3,,,NA,233.9,0.4,3013790
LINDBERGH AGDM,53.943,-110.579,AB,5.5,4,NA,24.3,3,-7.4,2,,,NA,12.1,5,NA,,4,,,NA,337.8,0,3013921
LLOYDMINSTER,53.309,-110.073,AB,6.6,4,NA,24.2,4,-6,4,,,NA,0,5,NA,,0,,,NA,308,0,3013959
LLOYDMINSTER A,53.309,-110.073,AB,6.3,0,2.9,24.2,0,-6.1,0,0.6,0,9,19.4,0,109,0,5,,,NA,363.4,0,3013961
HOLDEN SOUTH,53.083,-112.267,AB,,,NA,,,,,0,1,NA,2.5,1,NA,,1,,,NA,,,3013C44
MANNVILLE AGCM,53.456,-111.255,AB,6.5,0,NA,26.2,0,-7,0,,,NA,23.6,1,NA,,7,,,NA,357.9,0.1,3014195
MONITOR,52.017,-110.55,AB,,,NA,,,,,0,0,0,22.6,0,131,0,4,,,NA,,,3014600
MUNDARE AGDM,53.567,-112.3,AB,6.8,2,NA,25.5,0,-8.8,2,,,NA,79.5,2,NA,,23,,,NA,324.8,0,3014665
MYRNAM AGCM,53.72,-111.114,AB,6.6,23,NA,26.7,13,-9.5,21,,,NA,0.8,24,NA,,0,,,NA,91.4,0,3014690
NEW SEREPTA AGCM,53.262,-113.165,AB,6.1,0,NA,24.5,0,-9.4,0,,,NA,9.2,0,NA,,3,,,NA,367.7,0,3014795
OLIVER AGDM,53.65,-113.35,AB,7.3,8,NA,25.4,4,-6.4,6,,,NA,,,NA,,,,,NA,245,0,3014921
RADWAY AGCM,53.995,-112.879,AB,6.1,0,NA,25.6,0,-10.5,0,,,NA,,,NA,,,,,NA,369.9,0,3015346
RANFURLY AUTO,53.425,-111.726,AB,6.6,0,NA,26.3,0,-8.6,0,,,NA,19.8,0,NA,,3,,,NA,353.6,0,3015401
RIBSTONE SOUTH AGCM,52.587,-110.343,AB,6.6,2,NA,25.2,2,-6.8,0,,,NA,16.6,2,NA,,3,,,NA,331.5,0,3015480
RIVERCOURSE AGCM,53.019,-110.102,AB,6.2,2,NA,25.1,2,-6.3,0,,,NA,15.1,2,NA,,3,,,NA,342.2,0,3015501
ROCKY MTN HOUSE (AUT),52.421,-114.912,AB,6,4,NA,22.9,4,-8.5,4,,,NA,8.5,4,NA,,4,,,NA,324.8,0,3015523
ROSALIND AGCM,52.78,-112.428,AB,6.3,0,NA,25.7,0,-9.4,0,,,NA,11.5,0,NA,,3,,,NA,363.3,0,3015600
ST. LINA AGCM,54.282,-111.453,AB,6.6,3,NA,24.4,3,-6.3,0,,,NA,19.3,2,NA,,6,,,NA,318.6,0,3015673
ST. PAUL AGCM,54.011,-111.272,AB,4.9,13,NA,24.2,7,-7.8,10,,,NA,10.6,14,NA,,2,,,NA,235.7,0,3015676
SEDALIA AGCM,51.59,-110.755,AB,6.5,7,NA,26.1,6,-11.3,4,,,NA,4.9,7,NA,,1,,,NA,276.9,1.6,3015797
SEDGEWICK TOWN,52.783,-111.7,AB,7.3,7,4,26,7,-6,6,0,7,NA,40,7,NA,,3,,,NA,256.5,0,3015808
SHONTS AGCM,53.333,-112.539,AB,6.6,4,NA,26,4,-10.5,1,,,NA,6.6,4,NA,,3,,,NA,307.6,0,3015900
SMOKY LAKE AGDM,54.278,-112.499,AB,6.3,0,NA,24,0,-8.6,0,,,NA,12,1,NA,,2,,,NA,362.5,0,3016022
SPONDIN AGCM,51.816,-111.683,AB,6.2,7,NA,26.4,5,-9.9,2,,,NA,5.9,7,NA,,3,,,NA,284.8,1.3,3016070
STETTLER AGDM,52.347,-112.596,AB,7,2,NA,25.2,0,-6.4,2,,,NA,3.5,2,NA,,1,,,NA,318.6,0,3016124
THORSBY AGCM,53.217,-113.895,AB,6.4,3,NA,24.1,3,-8.1,0,,,NA,17.4,3,NA,,4,,,NA,325.6,0,3016441
TOMAHAWK AGDM,53.439,-114.718,AB,6.4,20,NA,19.1,20,-6.7,16,,,NA,3.9,21,NA,,1,,,NA,127.8,0,3016505
TULLIBY LAKE AGCM,53.664,-110.081,AB,6,0,NA,23.9,0,-7.5,0,,,NA,13,2,NA,,5,,,NA,373.4,0,3016593
UNCAS,53.5,-113.033,AB,,,NA,,,,,0,0,NA,25.2,0,NA,0,8,,,NA,,,3016650
TWO HILLS AGDM,53.625,-111.678,AB,5.4,9,NA,25.8,5,-6.4,6,,,NA,18.5,9,NA,,4,,,NA,278.2,0,3016655
VERMILION AGDM,53.344,-110.882,AB,5.6,1,NA,23.1,1,-7.6,1,,,NA,19.3,2,NA,,4,,,NA,371.5,0,3016802
VIKING AGCM,53.182,-111.732,AB,6.6,0,NA,26.1,0,-8.4,0,,,NA,21.7,1,NA,,3,,,NA,352.4,0,3016841
VIKING NORTH 3,53.283,-111.767,AB,5.7,0,NA,27,0,-9.5,0,0.1,0,NA,21.1,0,NA,0,5,,,NA,381.5,0,3016845
VILNA AGCM,54.13,-111.921,AB,5.9,0,NA,24.5,0,-8.1,0,,,NA,20.5,0,NA,,6,,,NA,376.5,0,3016852
VIOLET GROVE CS,53.144,-115.126,AB,6.8,0,NA,22.8,0,-6.3,0,,,NA,284.6,0,NA,,30,,,NA,347.5,0,3016860
VEGREVILLE,53.505,-112.098,AB,6.5,0,3,27.1,0,-10.1,0,,,NA,11.3,0,89,,3,,,NA,356.1,0,3016GF0
WETASKIWIN AGCM,52.98,-113.444,AB,5,8,NA,25.8,6,-8.6,3,,,NA,6.4,8,NA,,2,,,NA,299.8,0,3017282
EDMONTON STONY PLAIN CS,53.547,-114.108,AB,7.8,0,NA,24.5,0,-4,0,,,NA,12.4,0,NA,,3,,,NA,316.7,0.5,301A001
ESTHER 1,51.67,-110.206,AB,6.7,0,NA,26.5,0,-8.5,0,,,NA,12.1,0,NA,,2,,,NA,353,2.4,301B460
UNIVERSITY OF ALBERTA METABOLIC CENTRE,53.517,-113.533,AB,8.8,13,4.5,26,8,-6,7,0,0,0,13.4,0,66,0,4,,,NA,166.5,0,301FFNJ
WAINWRIGHT CFB AIRFIELD 21,52.829,-111.096,AB,6.6,0,NA,26.4,0,-8,0,,,NA,17.2,0,NA,,3,,,NA,354.8,0.4,301S001
ACADIA VALLEY,51.066,-110.317,AB,8.1,5,NA,26.4,5,-7.1,0,,,NA,9.6,5,NA,,2,,,NA,258.5,1.8,3020035
ATLEE AGCM,50.81,-111.006,AB,8.1,5,NA,25.3,5,-10.7,0,,,NA,21,6,NA,,3,,,NA,259.3,1,3020405
BEISEKER AGCM,51.379,-113.357,AB,6.1,1,NA,25.2,1,-12.2,0,,,NA,1.3,1,NA,,0,,,NA,357.8,0,3020610
BIG VALLEY AGCM,51.998,-112.803,AB,6.8,5,NA,25.8,5,-8.4,1,,,NA,20.9,5,NA,,8,,,NA,291.6,0,3020679
CRAIGMYLE AGCM,51.775,-112.252,AB,7,4,NA,25.8,2,-8,3,,,NA,7.6,4,NA,,3,,,NA,297.8,1.7,3021912
CRAIGMYLE,51.767,-112.283,AB,7.5,0,2.9,26.5,0,-9,0,0,0,0,8.4,0,55,0,3,,,NA,325.7,1.5,3021940
DRUMHELLER EAST,51.445,-112.677,AB,7.7,0,NA,26.8,0,-10,0,,,NA,0,27,NA,,0,,,NA,323.7,3.3,30221LG
HESPERO AGCM,52.31,-114.486,AB,5.5,1,NA,22.9,1,-10.1,0,,,NA,10.4,1,NA,,3,,,NA,375.2,0,3023200
HUSSAR AGDM,51.183,-112.5,AB,7,1,NA,24.7,0,-7,1,,,NA,1.6,1,NA,,0,,,NA,331.9,0.9,3023402
LACOMBE CDA 2,52.449,-113.756,AB,6,0,NA,24.5,0,-9.3,0,,,NA,6.6,0,NA,,3,,,NA,371.8,0,3023722
LEEDALE AGDM,52.553,-114.473,AB,5,1,NA,23,1,-9.8,0,,,NA,12.4,1,NA,,6,,,NA,391.3,0,3023740
LINDEN AGCM,51.619,-113.656,AB,5.5,1,NA,25.3,1,-12.6,1,,,NA,3.5,8,NA,,1,,,NA,376.3,0,3023850
MORRIN AGDM,51.66,-112.675,AB,6.4,0,NA,25.5,0,-10.8,0,,,NA,8.5,0,NA,,3,,,NA,361.8,1.3,3024668
OLDS AGDM,51.759,-114.085,AB,6.9,5,NA,23.3,4,-7.8,3,,,NA,3.7,5,NA,,0,,,NA,288,0,3024925
OYEN AGDM,51.383,-110.35,AB,7.9,6,NA,25.8,4,-6.2,4,,,NA,8.8,8,NA,,2,,,NA,253.9,1.9,3024965
POLLOCKVILLE AGDM,51.125,-111.705,AB,6.4,1,NA,27.1,0,-12.8,1,,,NA,1.8,2,NA,,0,,,NA,348.8,1.9,3025243
PRENTISS,52.433,-113.6,AB,6.8,2,NA,23.9,2,-5.4,0,,,NA,7.8,3,NA,,2,,,NA,323.4,0,3025297
RED DEER REGIONAL A,52.182,-113.894,AB,5.8,0,NA,24.3,0,-9.4,0,0,0,NA,6.8,0,NA,,2,,,NA,377,0,3025481
SCHULER AGDM,50.307,-110.091,AB,8.3,3,NA,25.9,2,-6.8,1,,,NA,30.6,2,NA,,5,,,NA,275.3,2.3,3025768
THREE HILLS,51.768,-113.206,AB,5.6,2,NA,25.5,2,-11.7,0,,,NA,3.7,3,NA,,3,,,NA,360.2,0,3026479
SUNDRE A,51.778,-114.683,AB,5.6,0,NA,24,0,-10.6,0,,,NA,10.4,0,NA,,3,,,NA,384.9,0,3026KNQ
WIMBORNE AGCM,51.936,-113.591,AB,6.8,9,NA,24.6,8,-9.6,3,,,NA,4.8,11,NA,,2,,,NA,247.1,0,3027582
AZURE,50.512,-114.013,AB,7.3,3,NA,22.6,1,-8.8,2,,,NA,27.5,3,NA,,8,,,NA,299.1,0,3030450
BARNWELL AGDM,49.8,-112.3,AB,8.2,9,NA,27,7,-9.2,2,,,NA,8.3,10,NA,,1,,,NA,217.8,3.1,3030525
BARONS AGCM,50.026,-113.224,AB,6.8,5,NA,24.3,5,-10.7,2,,,NA,0.9,5,NA,,0,,,NA,292.1,0.5,3030529
BASSANO AGCM,50.893,-112.465,AB,7,3,NA,26.4,3,-10.2,2,,,NA,0,3,NA,,0,,,NA,310.3,2.9,3030540
BLACK DIAMOND,50.707,-114.152,AB,7.2,6,NA,22.9,5,-10,1,,,NA,5.4,30,NA,,1,,,NA,269.1,0,3030680
BLOOD TRIBE AGDM,49.567,-113.05,AB,7.5,6,NA,26,6,-10.2,0,,,NA,10.7,13,NA,,2,,,NA,261.4,0,3030720
BOW ISLAND,49.734,-111.45,AB,8.8,0,NA,27.4,0,-9.1,0,,,NA,19.7,0,NA,,2,,,NA,288.9,3,3030768
BOW ISLAND IRRIGATION AGDM,49.867,-111.383,AB,8.5,0,NA,26.3,0,-9.1,0,,,NA,26,1,NA,,2,,,NA,295.2,1.5,3030772
BROCKET AGDM,49.617,-113.817,AB,9,1,NA,27.2,1,-7.2,0,,,NA,13.3,22,NA,,2,,,NA,270.5,0.6,3030830
BROOKS,50.555,-111.849,AB,7.4,0,NA,27,0,-10.7,0,,,NA,4.2,0,NA,,1,,,NA,330.6,2.2,3030QLP
CALGARY INTL A,51.123,-114.013,AB,8,0,NA,23.5,0,-5.9,0,3,0,NA,5.6,1,NA,,1,,,NA,309.9,0,3031092
CALGARY INT'L CS,51.109,-114.014,AB,8,0,NA,23.5,0,-6.4,0,,,NA,,,NA,,,,,NA,309.9,0,3031094
CARDSTON,49.201,-113.286,AB,9.1,0,NA,25.8,0,-7.6,0,,,NA,16.6,0,NA,,1,,,NA,274.5,0,3031322
CARWAY,49.001,-113.376,AB,8,0,NA,25.8,0,-8.4,0,,,NA,13.2,0,NA,,3,,,NA,310.5,0,3031402
CHAMPION AGDM,50.282,-113.35,AB,7.6,0,NA,25,0,-8.4,0,,,NA,2.5,0,NA,,1,,,NA,322.5,0.9,3031480
CLARESHOLM,50.004,-113.639,AB,7.9,0,NA,24.2,0,-11.3,0,,,NA,6.7,0,NA,,1,,,NA,312.9,0.6,3031640
COP UPPER,51.076,-114.222,AB,8.1,0,NA,21.9,0,-4.9,0,,,NA,0.6,0,NA,,0,,,NA,306.2,0,3031875
ENCHANT AGDM,50.183,-112.433,AB,7.8,3,NA,25.6,3,-9.5,0,,,NA,3.2,4,NA,,1,,,NA,288.2,2.7,3032422
ETZIKOM AGCM,49.553,-111.054,AB,7.8,6,NA,28.1,4,-11.7,3,,,NA,25.1,7,NA,,3,,,NA,257.1,1.2,3032450
FINCASTLE AGDM,49.8,-112.033,AB,9.1,0,NA,26.6,0,-8,0,,,NA,11.2,1,NA,,2,,,NA,277,2,3032550
FOREMOST AGDM,49.483,-111.486,AB,8.4,9,NA,27.6,5,-9,5,,,NA,1.2,10,NA,,1,,,NA,214.5,2.3,3032642
FORT MACLEOD AGCM,49.786,-113.379,AB,8.2,0,NA,25.6,0,-11.1,0,,,NA,6.4,4,NA,,2,,,NA,305.8,1.9,3032683
GLEICHEN AGCM,50.934,-112.941,AB,7.2,4,NA,25.1,4,-9.7,0,,,NA,1.2,7,NA,,0,,,NA,294.3,1.7,3032801
GRASSY LAKE,49.874,-111.733,AB,9.1,1,NA,27.4,0,-8.3,1,,,NA,14,2,NA,,1,,,NA,270.5,3.6,3032927
IRON SPRINGS AGDM,49.9,-112.733,AB,8.3,4,NA,26.3,4,-5.9,0,,,NA,8.1,6,NA,,1,,,NA,265,2,3033498
IRVINE AGCM,49.989,-110.261,AB,9.1,2,NA,26.3,1,-7.6,1,,,NA,44.7,2,NA,,5,,,NA,263.4,4.3,3033550
LETHBRIDGE,49.63,-112.799,AB,8.7,4,NA,26.7,4,-10.4,4,,,NA,7.1,4,NA,,1,,,NA,253.5,2.9,3033875
LETHBRIDGE CDA,49.695,-112.768,AB,9.4,0,NA,26.9,0,-8.4,0,,,NA,9.8,0,NA,,2,,,NA,269.8,4.3,3033890
LETHBRIDGE CDA 2,49.7,-112.783,AB,,,NA,,,,,0,0,NA,6.1,0,NA,0,2,,,NA,,,3033892
LETHBRIDGE DEMO FARM AGDM,49.683,-112.75,AB,8.7,1,NA,26.2,1,-9.3,0,,,NA,7.4,3,NA,,2,,,NA,281.3,2.1,3033897
MEDICINE HAT,50.019,-110.721,AB,8.8,0,NA,27.6,0,-7.9,0,,,NA,20.3,0,NA,,2,,,NA,288.3,3.8,3034479
MEDICINE HAT RCS,50.025,-110.717,AB,9,1,NA,27,1,-7.9,0,,,NA,23,1,NA,,2,,,NA,273.6,2.6,3034485
MOSSLEIGH AGCM,50.673,-113.349,AB,7,4,NA,24.9,4,-12,2,,,NA,9.8,4,NA,,6,,,NA,298.4,1.4,3034577
NIER AGDM,51.369,-114.099,AB,7.6,2,NA,22.6,2,-4.6,1,,,NA,2.2,2,NA,,1,,,NA,301.1,0,3034795
PINCHER CREEK,49.521,-113.997,AB,8.4,7,NA,26.3,7,-8,7,,,NA,17,7,NA,,4,,,NA,230.9,0,3035198
PINCHER CREEK CLIMATE,49.522,-114.005,AB,8.4,0,NA,26.1,0,-8.4,0,,,NA,16.9,0,NA,,4,,,NA,299.1,0,3035208
QUEENSTOWN,50.606,-112.983,AB,7.4,0,1.7,25.5,0,-9.5,0,0,0,0,1,0,6,0,1,,,NA,329.2,0.5,3035340
QUEENSTOWN,50.598,-112.803,AB,8.1,0,NA,25.9,0,-6.6,0,,,NA,15.3,0,NA,,5,,,NA,308.8,1.4,3035342
RAYMOND AGDM,49.483,-112.683,AB,8.9,3,NA,27,3,-9.1,0,,,NA,16.3,11,NA,,1,,,NA,257.8,2.3,3035422
ROLLING HILLS AGCM,50.265,-111.701,AB,6.7,7,NA,26.5,4,-11.9,6,,,NA,5.2,7,NA,,1,,,NA,271.7,0,3035530
ROSEMARY AGDM,50.833,-112.05,AB,5.8,5,NA,27.5,4,-11.6,1,,,NA,1.5,10,NA,,0,,,NA,316.4,0,3035650
SEVEN PERSONS AGDM,49.917,-110.917,AB,8.5,0,NA,27,0,-9.7,0,,,NA,22.9,0,NA,,2,,,NA,297.4,1.9,3035845
STANDARD AGCM,51.228,-112.982,AB,7.9,0,NA,25.4,0,-7.3,0,,,NA,1.3,0,NA,,0,,,NA,313.6,1.7,3036086
STAVELY AAFC,50.183,-113.883,AB,8.7,0,NA,22.4,0,-4.1,0,,,NA,17.7,0,NA,,5,,,NA,288.8,0,3036099
STRATHMORE AGDM,51.033,-113.283,AB,7.7,0,NA,23.9,0,-6.3,0,,,NA,0.9,6,NA,,0,,,NA,320.4,0.1,3036205
TABER,49.792,-112.124,AB,9.1,5,NA,26.5,3,-6,3,0,3,NA,14.1,3,NA,0,3,,,NA,233.2,0.5,3036360
TRAVERS AGCM,50.304,-112.863,AB,8.9,9,NA,25.7,9,-6.8,1,,,NA,1.5,9,NA,,1,,,NA,202.1,1.7,3036500
VAUXHALL CDA CS,50.05,-112.133,AB,8.3,0,NA,27.1,0,-9.5,0,,,NA,8.4,0,NA,,3,,,NA,305,3.2,3036682
WILDCAT HILLS,51.269,-114.721,AB,6.4,1,NA,25,1,-10,1,0,1,NA,7,1,NA,0,2,,,NA,348.1,0,3037550
WRENTHAM AGDM,49.5,-112.117,AB,9.1,8,NA,27.1,8,-6.7,2,,,NA,10.6,8,NA,,3,,,NA,206.3,1.3,3037675
OKOTOKS,50.729,-113.961,AB,8.1,0,3.1,24,0,-8,0,1.4,0,9,6.4,0,25,0,2,,,NA,307.1,0,303M9JM
PICTURE BUTTE WEST,49.871,-112.788,AB,8.1,6,NA,27.5,4,-6.5,4,0,4,NA,1,4,NA,0,0,,,NA,246.8,0,303N1G3
DEL BONITA AGDM,49.05,-112.817,AB,8.1,3,NA,25.1,1,-7.4,2,,,NA,7.1,3,NA,,1,,,NA,277.9,0,3042045
MANYBERRIES AGCM,49.364,-110.678,AB,6.9,6,NA,27.7,6,-13.2,1,,,NA,25.3,9,NA,,2,,,NA,276.8,0,3044203
MASINASIN AGDM,49.137,-111.652,AB,8.9,3,NA,27.8,2,-8.3,1,,,NA,19.4,4,NA,,1,,,NA,259.3,3.9,3044232
MILK RIVER,49.133,-112.05,AB,8.1,0,NA,27.3,0,-10.8,0,,,NA,12,0,NA,,1,,,NA,306.3,0.4,3044533
ONEFOUR CDA,49.117,-110.467,AB,8.2,1,NA,27.7,1,-8.1,0,,,NA,30.8,1,NA,,2,,,NA,294.9,1.2,3044923
PAKOWKI LAKE AGCM,49.225,-111.126,AB,9.4,7,NA,28.3,6,-5.4,5,,,NA,21.2,9,NA,,3,,,NA,209.9,3,3045000
BANFF CS,51.193,-115.552,AB,6.3,0,NA,20.2,0,-9.2,0,,,NA,28.9,0,NA,,5,,,NA,362.6,0,3050519
BEAVER MINES,49.468,-114.175,AB,7.9,2,NA,25.2,2,-6.4,0,,,NA,19.2,2,NA,,4,,,NA,292,0,3050602
BOW VALLEY,51.083,-115.067,AB,7.5,0,NA,21.9,0,-9.3,0,,,NA,175,1,NA,,6,,,NA,324.1,0,3050778
CROWSNEST,49.628,-114.482,AB,7.4,0,NA,23.5,0,-7.8,0,,,NA,12.4,23,NA,,2,,,NA,329.9,0,3051R4R
JASPER WARDEN,52.926,-118.03,AB,6.3,0,NA,23.6,0,-8.3,0,,,NA,21.1,0,NA,,7,,,NA,363.3,0,3053536
KANANASKIS,51.028,-115.035,AB,6,26,1.6,21.5,26,-2,26,10,26,NA,42,26,NA,,1,,,NA,59.8,0,3053600
KANANASKIS POCATERRA,50.713,-115.12,AB,4.9,24,2.4,18,18,-7,18,0,18,NA,0,18,NA,,0,,,NA,92,0,3053604
